bookid;name;author;genre;lang
17262366;Jim Henson: The Biography;Brian Jay Jones;Biography;English
17286699;MaddAddam (MaddAddam #3);Margaret Atwood;Fiction;English
17288661;One Summer: America, 1927;Bill Bryson;History;English
17290220;Our Final Invention: Artificial Intelligence and the End of the Human Era;James Barrat;Science;English
17306293;Sycamore Row (Jake Brigance #2);John Grisham;Fiction;English
17315048;Rosie Revere, Engineer;Andrea Beaty;Childrens;English
17333223;Shift (Silo #2);Hugh Howey;Science Fiction;English
17333324;The Martian (The Martian #1);Andy Weir;Novels;English
17333428;The Goldfinch;Donna Tartt;Fiction;English
17343416;The Goldfinch;Donna Tartt;Fiction;English
17349201;Ancillary Justice (Imperial Radch #1);Ann Leckie;Science Fiction;English
17370059;Without Their Permission: How the 21st Century Will Be Made, Not Managed;Alexis Ohanian;Science;English
17415010;Breakpoint: Why the Web will Implode, Search will be Obsolete, and Everything Else you Need to Know about Technology is in Your Brain;Jeff Stibel;Nonfiction;English
17451257;Solo (James Bond - Extended Series #38);William  Boyd;Fiction;English
17465453;Mike Tyson: His Fights, His Life;The New York Times;Unknown;English
17554595;Fosse;Sam Wasson;Biography;English
17557750;Salt Sugar Fat: How the Food Giants Hooked Us;Michael Moss;Nonfiction;English
17563539;The Signature of All Things;Elizabeth Gilbert;Fiction;English
17571007;Senlin Ascends (The Books of Babel #1);Josiah Bancroft;Fantasy;English
17573647;Me Before You (Me Before You #1);Jojo Moyes;Romance;English
17660462;The Egg;Andy Weir;Short Stories;English
17693783;Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened;Allie Brosh;Humor;English
17707720;Shady Characters: The Secret Life of Punctuation, Symbols & Other Typographical Marks;Keith Houston;Nonfiction;English
17732292;The Everything Store: Jeff Bezos and the Age of Amazon;Brad Stone;Biography;English
17793936;The Quest;Nelson DeMille;Fiction;English
17834895;Anything That Moves: Renegade Chefs, Fearless Eaters, and the Making of a New American Food Culture;Dana Goodyear;Food and Drink;English
17851885;The Bleiberg Project (Consortium #1);David S. Khara;Thriller;English
17855756;Quiet: The Power of Introverts in a World That Can't Stop Talking;Susan Cain;Unknown;English
17860739;Trespassing on Einstein's Lawn: A Father, a Daughter, the Meaning of Nothing, and the Beginning of Everything;Amanda Gefter;Science;English
17910054;I Am Malala: The Story of the Girl Who Stood Up for Education and Was Shot by the Taliban;Malala Yousafzai;Nonfiction;English
17910544;Dust (Silo #3);Hugh Howey;Science Fiction;English
17910549;S.;J.J. Abrams;Fiction;English
17920210;The Sixth Extinction: An Unnatural History;Elizabeth Kolbert;Nonfiction;English
17934652;Glitter and Glue;Kelly Corrigan;Autobiography;English
17934655;Serve to Win: The 14-Day Gluten-Free Plan for Physical and Mental Excellence;Novak Djokovic;Nonfiction;English
17978134;What Works for Women at Work: Four Patterns Working Women Need to Know;Joan C. Williams;Nonfiction;English
17986396;Directing Herbert White: Poems;James Franco;Unknown;English
17993062;The Empathy Exams: Essays;Leslie Jamison;Nonfiction;English
18007564;A More Beautiful Question: The Power of Inquiry to Spark Breakthrough Ideas;Warren Berger;Business;English
18050143;The Second Machine Age: Work, Progress, and Prosperity in a Time of Brilliant Technologies;Erik Brynjolfsson;Nonfiction;English
18111281;American Modern: Hopper to O'Keeffe;Esther Adler;Art;English
18114068;The Martian (The Martian #1);Andy Weir;Novels;English
18114083;Zero to One: Notes on Startups, or How to Build the Future;Peter Thiel;Business;English
18143977;A Long Way Home;Saroo Brierley;Nonfiction;English
18144124;Redeployment;Phil Klay;Short Stories;English
18170143;Dancing Through It: My Journey in the Ballet;Jenifer Ringer;Nonfiction;English
18176747;All the Light We Cannot See;Anthony Doerr;Historical;English
18214414;I Am Pilgrim (Pilgrim #1);Terry Hayes;Fiction;English
18218954;An Astronaut's Guide to Life on Earth;Chris Hadfield;Nonfiction;English
18240248;The Hard Thing About Hard Things: Building a Business When There Are No Easy Answers;Ben Horowitz;Business;English
18245960;The Silkworm (Cormoran Strike #2);Robert Galbraith;Mystery;English
18293427;Love, Nina: Despatches from Family Life;Nina Stibbe;Autobiography;English
18295861;I Shall be Near to You;Erin Lindsay McCabe;Historical;English
18296097;The Three-Body Problem (Remembrance of Earth's Past #1);Liu Cixin;Science Fiction;English
18302455;The Storied Life of A.J. Fikry;Gabrielle Zevin;Fiction;English
18364442;The First Fifteen Lives of Harry August;Claire North;Science Fiction;English
18405580;The Open Ocean;Francesco Pittau;Environment;English
18453086;The Circle;Dave Eggers;Fiction;English
18465875;Jacob's Room;Virginia Woolf;Unknown;English
18505796;Girls Standing on Lawns;Maira Kalman;Art;English
18505802;Michael Jordan: The Life;Roland Lazenby;Biography;English
18589836;Countdown to Zero Day: Stuxnet and the Launch of the World's First Digital Weapon;Kim Zetter;Nonfiction;English
18595409;10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works;Dan   Harris;Nonfiction;English
18633693;Console Wars: Sega, Nintendo, and the Battle that Defined a Generation;Blake J. Harris;Nonfiction;English
18635165;All The Emperor's Horses;David Kidd;Unknown;English
18656827;Fashionable Selby;Todd Selby;Nonfiction;English
18659415;Beautifully Done (Beautifully Awake #2);Riley Mackenzie;Romance;English
18662189;The Loyal Lieutenant: Leading Out Lance and Pushing Through the Pain on the Rocky Road to Paris;George Hincapie;Sports;English
18662473;Hatching Twitter: A True Story of Money, Power, Friendship, and Betrayal;Nick Bilton;Business;English
18667753;The Circle;Dave Eggers;Fiction;English
18667945;T.E. Lawrence: Unravelling the Enigma;Andrew Norman;Unknown;English
18668059;Give and Take: A Revolutionary Approach to Success;Adam M. Grant;Business;English
18670661;Popular: Vintage Wisdom for a Modern Geek;Maya Van Wagenen;Nonfiction;English
18670662;#GIRLBOSS;Sophia Amoruso;Nonfiction;English
18693394;The Obstacle Is the Way: The Timeless Art of Turning Trials into Triumph;Ryan Holiday;Philosophy;English
18693763;Raising the Bar: Integrity and Passion in Life and Business: The Story of Clif Bar Inc.;Gary Erickson;Business;English
18693910;Organizing Genius: The Secrets of Creative Collaboration;Bennis, Warren;Unknown;English
18736672;The Invention of News: How the World Came to Know About Itself;Andrew Pettegree;History;English
18736925;Everything I Never Told You;Celeste Ng;Unknown;English
18773666;Barbarian Days: A Surfing Life;William Finnegan;Nonfiction;English
18774020;Barbarian Days: A Surfing Life;William Finnegan;Nonfiction;English
18775365;Astonish Me;Maggie Shipstead;Unknown;English
18777578;Capital in the Twenty-First Century;Thomas Piketty;Economics;English
18802396;A Spy Among Friends: Kim Philby and the Great Betrayal;Ben Macintyre;Nonfiction;English
18813645;California;Edan Lepucki;Science Fiction;English
18867711;The Short and Tragic Life of Robert Peace: A Brilliant Young Man Who Left Newark for the Ivy League;Jeff Hobbs;Nonfiction;English
18881101;The Short and Tragic Life of Robert Peace: A Brilliant Young Man Who Left Newark for the Ivy League;Jeff Hobbs;Nonfiction;English
18886735;HALINE;Sundeep Ahuja;Science Fiction;English
18891716;The Princess and the Foal;Stacy Gregg;Animals;English
18914012;The Gift of Failure: How the Best Parents Learn to Let Go So Their Children Can Succeed;Jessica Lahey;Parenting;English
18919798;Last Chance in Texas: The Redemption of Criminal Youth;John Hubner;Nonfiction;English
18920567;Mission to Paris (Night Soldiers #12);Alan Furst;Historical;English
18945208;Edge of Eternity (The Century Trilogy #3);Ken Follett;Historical;English
19067276;Thinking in Systems: A Primer;Donella H. Meadows;Nonfiction;English
19132221;The Cuckoo's Egg;Clifford Stoll;Nonfiction;English
19161852;Means of Ascent: The Years of Lyndon Johnson II (The Years of Lyndon Johnson #2);Robert A. Caro;Biography;English
19173642;The Spy Who Came In from the Cold (George Smiley);John le CarrÃ©;Fiction;English
19286609;The Purple Land;William Henry Hudson;Classics;English
19322250;Far Away and Long Ago;William Henry Hudson;Unknown;English
19371645;Richard Butterfield's Power of Persuasion;Richard Butterfield;Unknown;English
19373802;The Fifth Season (The Broken Earth #1);N.K. Jemisin;Fantasy;English
19398490;Working With Unix Processes;Jesse Storimer;Computer Science;English
19404862;The Paris Winter;Imogen Robertson;Historical;English
19486412;The Narrow Road to the Deep North;Richard Flanagan;Fiction;English
19583491;Evita: The Real Lives of Eva Peron;Nicholas Fraser;Biography;English
19728202;Working With TCP Sockets;Jesse Storimer;Unknown;English
19816540;All the Light We Cannot See;Anthony Doerr;Historical;English
20233943;Hooked: How to Build Habit-Forming Products;Nir Eyal;Unknown;English
20263213;Big Little Lies;Liane Moriarty;Mystery;English
20342617;Spartan Up!: A Take-No-Prisoners Guide to Overcoming Obstacles and Achieving Peak Performance in Life;Joe De Sena;Nonfiction;English
20439328;The Bolter;Frances Osborne;Biography;English
20454102;Creativity, Inc.: Overcoming the Unseen Forces That Stand in the Way of True Inspiration;Ed Catmull;Business;English
20484662;Schoolgirls: Young Women, Self Esteem, and the Confidence Gap;Peggy Orenstein;Nonfiction;English
20527133;Henri Matisse: The Cut-Outs;Nicholas Cullinan;Art;English
20604826;Just Mercy: A Story of Justice and Redemption;Bryan Stevenson;Nonfiction;English
20695981;How to Be Both;Ali Smith;Fiction;English
20819685;A Cool and Lonely Courage: The Untold Story of Sister Spies in Occupied France;Susan Ottaway;History;English
20821043;Dory Fantasmagory (Dory Fantasmagory #1);Abby Hanlon;Childrens;English
20821080;Superintelligence: Paths, Dangers, Strategies;Nick Bostrom;Science;English
20873740;Flash Boys: A Wall Street Revolt;Michael   Lewis;Nonfiction;English
20893483;Texts from Jane Eyre: And Other Conversations with Your Favorite Literary Characters;Mallory Ortberg;Humor;English
20897517;The Bone Clocks;David Mitchell;Fiction;English
20898092;The Secret Place (Dublin Murder Squad #5);Tana French;Mystery;English
20930812;Faster, Higher, Stronger: How Sports Science Is Creating a New Generation of Superathletesâ€”and What We Can Learn from Them;Mark McClusky;Nonfiction;English
20949716;Sapiens: A Brief History of Humankind;Yuval Noah Harari;Nonfiction;English
21413662;Playing Big: Find Your Voice, Your Mission, Your Message;Tara Mohr;Nonfiction;English
21418013;In the Kingdom of Ice: The Grand and Terrible Polar Voyage of the USS Jeannette;Hampton Sides;Nonfiction;English
21474435;Jane Eyre;Charlotte BrontÃ«;Romance;English
21792828;Peter Pan Must Die (Dave Gurney #4);John Verdon;Mystery;English
21806197;No Mud, No Lotus: The Art of Transforming Suffering;Thich Nhat Hanh;Religion;English
21856367;What If?: Serious Scientific Answers to Absurd Hypothetical Questions;Randall Munroe;Nonfiction;English
22055137;Lock In (Lock In #1);John Scalzi;Science Fiction;English
22078596;Jalakangalum Kavadangalum;M.T. Vasudevan Nair;Unknown;Malayalam
22115809;Station Eleven;Emily St. John Mandel;Fiction;English
22173463;Mirth and Mischief;Jane Austen;Unknown;English
22237214;The Innovators: How a Group of  Hackers, Geniuses and Geeks Created the Digital Revolution;Walter Isaacson;Nonfiction;English
22244927;Jaden (Jaded #3);Tijan;New Adult;English
22318578;Perfume: The Story of a Murderer (Vintage International);Patrick SÃ¼skind;Mystery;English
22440046;The Girls from Corona del Mar;Rufi Thorpe;Fiction;English
22544758;A Fifty-Year Silence: Love, War, and a Ruined House in France;Miranda Richmond Mouillot;Nonfiction;English
22551730;A Bad Character;Deepti Kapoor;Fiction;English
22557272;Ongoingness: The End of a Diary;Sarah Manguso;Autobiography;English
22587574;The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing (Magic Cleaning #1);Marie KondÅ;Nonfiction;English
22591134;Blake: Poems (Everyman's Library Pocket Poets);William Blake;Unknown;English
22609522;Triggers: Creating Behavior That Lasts--Becoming the Person You Want to Be;Marshall Goldsmith;Nonfiction;English
22674105;Dead Wake: The Last Crossing of the Lusitania;Erik Larson;Nonfiction;English
22675867;The Girl on the Train;Paula Hawkins;Mystery;English
22675959;Unpacking My Library;Walter Benjamin;Unknown;English
22738563;Dataclysm: Who We Are (When We Think No One's Looking);Christian Rudder;Nonfiction;English
22749776;Red Notice: A True Story of High Finance, Murder, and One Man's Fight for Justice;Bill Browder;Nonfiction;English
22750073;China Rich Girlfriend (Crazy Rich Asians #2);Kevin Kwan;Fiction;English
22816087;Killing Monica;Candace Bushnell;Fiction;English
22822858;At Large: Ai Weiwei on Alcatraz;David Spalding;Culture;English
22823462;We Should All Be Feminists;Chimamanda Ngozi Adichie;Nonfiction;English
22875447;Resilience: Hard-Won Wisdom for Living a Better Life;Eric Greitens;Nonfiction;English
22875451;The Windup Girl (The Windup Universe #1);Paolo Bacigalupi;Science Fiction;English
22929741;Seveneves;Neal Stephenson;Science Fiction;English
23002924;A Little Life;Hanya Yanagihara;Contemporary;English
23014006;The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing (Magic Cleaning #1);Marie KondÅ;Nonfiction;English
23149647;Work Rules!: Insights from Inside Google That Will Transform How You Live and Lead;Laszlo Bock;Business;English
23158207;The Royal We;Heather Cocks;Romance;English
23167708;The Argonauts;Maggie Nelson;Autobiography;English
23168277;I Know What Love Is (I Know... #1);Whitney Bianca;Dark;English
23168823;MONEY Master the Game: 7 Simple Steps to Financial Freedom;Anthony Robbins;Economics;English
23214263;Mr. Mockingbird Drive;Robert Swartwood;Unknown;English
23301450;How Google Works;Eric Schmidt;Business;English
23310161;LAPD '53;James Ellroy;Crime;English
23359966;The Sympathizer;Viet Thanh Nguyen;Fiction;English
23395719;How to Raise an Adult: Break Free of the Overparenting Trap and Prepare Your Kid for Success;Julie Lythcott-Haims;Parenting;English
23618065;The Ingenious Mr Pyke: Inventor, Fugitive, Spy;Henry Hemming;Nonfiction;English
23677430;Voyage of Strangers;Elizabeth Zelvin;Unknown;English
23692271;The Day the Crayons Came Home (Crayons);Drew Daywalt;Childrens;English
23848190;The Age of Earthquakes: A Guide to the Extreme Present;Douglas Coupland;Nonfiction;English
23848571;Becoming Steve Jobs: The Evolution of a Reckless Upstart into a Visionary Leader;Brent Schlender;Biography;English
24001087;Java in a Nutshell: A Desktop Quick Reference;Benjamin J. Evans;Computer Science;English
24189224;RECKLESS - Part 5 (The Reckless #5);Alice Ward;Romance;English
24375664;Sapiens: A Brief History of Humankind;Yuval Noah Harari;Nonfiction;English
24396144;Extreme Ownership: How U.S. Navy SEALs Lead and Win;Jocko Willink;Leadership;English
24432412;The Pickle Index;Eli Horowitz;Fiction;English
24459855;The Fall of Princes;Robert Goolrick;Fiction;English
